LAST NAME,FIRST NAME,EMAIL,ZIPCODE,CITY,STATE,ADDRESS,PHONE
745,1/11/09 21:06,Jennifer,Goldreich,isl36@jumpstartlab.com,5095401000,280 Boyer Ave,Walla Walla,WA,99362
758,1/13/09 15:25,Cody,Martinez,kbrke205@jumpstartlab.com,206 914 9000,1608 E Republican St #301,Seattle,WA,98112
759,1/13/09 16:22,Lily,Bradley,pgareau1@jumpstartlab.com,360 584 5000,,Seattle,WA,98122
761,1/14/09 20:20,Taylor,Kazyak,ucportney@jumpstartlab.com,9712190000,,Seattle,WA,98122
800,1/15/09 18:27,Michael,Turpin,piadilha@jumpstartlab.com,4077655000,11301 NE 7th Street,Vancouver,WA,98684
859,1/19/09 2:34,Madeline,Krystel-Whittemore,wqheth1@jumpstartlab.com,4253147000,5034 12th Ave NE,Seattle,WA,98105
1042,1/20/09 20:28,Claire,Kingsley,qiagne2@jumpstartlab.com,206.979.8000,4710 University Way NE Apartment 502,Seattle,WA,98105
1208,1/20/09 23:33,Andrew,Conlin,qdelferty@jumpstartlab.com,5035451000,"917 E Jefferson St., Unit C",Seattle,WA,98122
1259,1/21/09 0:26,Max,Magnuson,fuuezeetle@jumpstartlab.com,8584496000,Street 108 12th Ave. E. Apt. #2,Seattle,WA,98102
1281,1/21/09 1:39,Emily,Finklestein,mbb9059@jumpstartlab.com,8584496000,1618 Bellevue avenue,Seattle,WA,98122
2530,1/22/09 2:00,Amanda,Coughlan,neobson@jumpstartlab.com,206.854.2000,4637 192 DR NE,Sammamish,WA,98074
2612,1/24/09 17:35,Sommer,Bruner,rdvendano624@jumpstartlab.com,8184215000,"15220 NE 16th Pl, Apt. 44",Bellevue,WA,98007
2998,1/30/09 1:07,Johnathon,Place,gxter.sabo@jumpstartlab.com,2537976000,36612 2nd Pl SW,Federal Way,WA,98023
3008,1/30/09 10:44,Brynn,Sunderland,lrrightson@jumpstartlab.com,xxxx000,"1220 E Fir, Unit C",Seattle,WA,98122
4160,2/1/09 15:46,Veronica,Weiss,uiazinka@jumpstartlab.com,2067133000,5265 19th Ave NE,Seattle,WA,98105
4276,2/1/09 17:45,Chelsea,Costello,srp73@jumpstartlab.com,(253) 2417000,43455 McCarty Hall,Seattle,WA,98195
4284,2/1/09 17:53,Megan,Polk,hdant@jumpstartlab.com,2063041000,1101 NE Campus Pkwy Terry Hall #825,Seattle,WA,98105
4316,2/1/09 18:13,Brandon,Brown,crano@jumpstartlab.com,2067144000,3801 Brooklyn Ave NE #A-108-6,Seattle,WA,98105
4334,2/1/09 18:27,Aspen,Khemani,eckidder@jumpstartlab.com,4252604000,1201 NE Campus PKWY,Seattle,WA,98105
4400,2/1/09 19:28,Yuan,Samayoa,ngorrall@jumpstartlab.com,2069790000,535 Pontius Avenue North,Seattle,WA,98109
4416,2/1/09 19:40,Tori,9,uullaryaw@jumpstartlab.com,18479513000,535 Pontius ave North,Seattle,WA,98109
5021,2/2/09 0:02,Areeka,Zahor,wnrger24@jumpstartlab.com,(206) 9478000,1122 16th Ave. E,Seattle,WA,98112
5084,2/2/09 1:18,Irene,Higgins,viacovone@jumpstartlab.com,2064035000,2007 N. 163rd PL,Shoreline,WA,98133
5091,2/2/09 1:37,Celia,Galloway,xsc1@jumpstartlab.com,2064035000,20106 8th AVE. NW,Shoreline,WA,98177
5102,2/2/09 2:21,Ryan,Helferty,bnlissa.w.rice@jumpstartlab.com,4255772000,11321 165th CT NE,Redmond,WA,98052
